"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","Femenino","Masculino","Total Estudiantes"
"9587","LICEO MALAQUIAS CONCHA","13111","LA GRANJA","21","22","43"
"9588","ESCUELA BAS. TECNO SUR","13111","LA GRANJA","12","12","24"
"9590","ESCUELA BELGICA","13111","LA GRANJA","2","13","15"
"9591","LICEO N523","13112","LA PINTANA","11","21","32"
"9592","ESCUELA BASICA SENDERO DEL SABER","13131","SAN RAMON","17","13","30"
"9593","ESCUELA BASICA EDUCADORES DE CHILE","13131","SAN RAMON","5","16","21"
"9595","ESCUELA CAPITAN AVALOS","13112","LA PINTANA","17","28","45"
"9597","ESCUELA PABLO DE ROKHA","13112","LA PINTANA","12","21","33"
"9598","ESCUELA MUNICIPAL VIOLETA PARRA","13112","LA PINTANA","18","24","42"
"9599","LICEO MUNICIPAL PURKUYEN","13131","SAN RAMON","15","20","35"
"9600","ESCUELA NANIHUE","13131","SAN RAMON","18","15","33"
"9602","COLEGIO NERUDA","13112","LA PINTANA","18","15","33"
"9604","LICEO MUNICIPALIZADO CENT.ED. LA PINTANA","13112","LA PINTANA","38","32","70"
"9605","COLEGIO MUNICIPAL PROCERES DE CHILE","13111","LA GRANJA","11","14","25"
"9606","ESCUELA BAS. LA ARAUCANIA","13111","LA GRANJA","13","12","25"
"9609","ESCUELA BAS. SANITAS","13111","LA GRANJA","15","17","32"
"9610","ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA","13111","LA GRANJA","20","18","38"
"9611","ESCUELA BASICA TUPAHUE","13131","SAN RAMON","17","5","22"
"9612","ESCUELA BASICA ISLAS DE CHILE","13111","LA GRANJA","15","16","31"
"9614","ESCUELA BASICA KARELMAPU","13131","SAN RAMON","11","8","19"
"9616","LICEO VICTOR JARA","13112","LA PINTANA","26","16","42"
"9617","LICEO MUNICIPAL LA GRANJA POETA NERUDA","13111","LA GRANJA","44","48","92"
"9618","ESCUELA BAS. BENJAMIN SUBERCASEAUX","13111","LA GRANJA","53","60","113"
"9620","ESCUELA BASICA JUAN DE DIOS ALDEA","13112","LA PINTANA","9","20","29"
"9625","ESCUELA BASICA VILLA LA CULTURA","13131","SAN RAMON","24","19","43"
"9629","ESCUELA BASICA ALIVEN","13131","SAN RAMON","22","30","52"
"9631","ESCUELA ESPECIAL DE ADULTOS","13131","SAN RAMON","24","17","41"
"9690","CENTRO DUC.CARDENAL JOSE MARIA CARO","13116","LO ESPEJO","1","2","3"
"9695","LICEO POLIVALENTE EUGENIO PEREIRA SALAS","13121","PEDRO AGUIRRE CERDA","10","15","25"
"9697","LICEO POLIVALENTE","13116","LO ESPEJO","4","4","8"
"9698","ESCUELA BASICA AVIADORES","13105","EL BOSQUE","11","11","22"
"9699","COLEGIO NACIONES UNIDAS","13109","LA CISTERNA","15","21","36"
"9700","COLEGIO PALESTINO","13109","LA CISTERNA","9","17","26"
"9701","LICEO POLIVALENTE OLOF PALME","13109","LA CISTERNA","11","19","30"
"9702","ESCUELA BASICA MARIO ARCE GATICA","13105","EL BOSQUE","19","18","37"
"9703","ESCUELA ESPERANZA JOVEN","13109","LA CISTERNA","6","21","27"
"9704","ESCUELA LO VALLEDOR","13121","PEDRO AGUIRRE CERDA","6","13","19"
"9705","ESCUELA BASICA SALOMON SACK","13116","LO ESPEJO","11","9","20"
"9706","ESCUELA BAS. OSCAR ENCALADA YOVANOVICH","13109","LA CISTERNA","12","23","35"
"9709","ESCUELA BLUE STAR COLLEGE","13116","LO ESPEJO","12","9","21"
"9710","ESCUELA BASICA SANTA ADRIANA","13116","LO ESPEJO","9","13","22"
"9713","COMPLEJO EDUCACIONAL FELIPE HERRERA LANE","13105","EL BOSQUE","19","16","35"
"9714","ESCUELA BASICA JOSE MARTI","13105","EL BOSQUE","21","17","38"
"9715","ESCUELA BASICA VILLA SANTA ELENA","13105","EL BOSQUE","16","13","29"
"9716","ESCUELA BASICA ACAPULCO","13116","LO ESPEJO","27","15","42"
"9717","ESCUELA CIUDAD DE LYON","13105","EL BOSQUE","12","12","24"
"9718","ESCUELA BASICA PAUL HARRIS","13105","EL BOSQUE","16","12","28"
"9719","ESCUELA BASICA","13116","LO ESPEJO","12","12","24"
"9720","COLEGIO HERNAN OLGUIN","13116","LO ESPEJO","54","42","96"
"9721","ESCUELA NEMESIO ANTUNEZ","13105","EL BOSQUE","15","10","25"
"9726","LICEO TENIENTE FRANCISCO MERY AGUIRRE","13116","LO ESPEJO","6","5","11"
"9727","ESCUELA CIUDAD DE BARCELONA","13121","PEDRO AGUIRRE CERDA","17","18","35"
"9729","ESCUELA VILLA SUR","13121","PEDRO AGUIRRE CERDA","11","15","26"
"9730","COLEGIO ANTU","13109","LA CISTERNA","16","21","37"
"9733","ESCUELA BASICA CLARA  ESTRELLA","13116","LO ESPEJO","18","20","38"
"9734","ESCUELA  RAUL SAEZ SAEZ","13116","LO ESPEJO","15","16","31"
"9736","ESCUELA BASICA BERNARDO O´HIGGINS","13116","LO ESPEJO","14","12","26"
"9738","COLEGIO PARQUE LAS AMERICAS","13121","PEDRO AGUIRRE CERDA","27","34","61"
"9740","ESCUELA BASICA REPUBLICA DE LAS FILIPINAS","13116","LO ESPEJO","8","9","17"
"9741","ESCUELA BASICA COEDUCACIONAL","13116","LO ESPEJO","12","26","38"
"9747","C.E.I.A.PEDRO AGUIRRE CERDA","13121","PEDRO AGUIRRE CERDA","2","13","15"
"9861","CENTRO EDUC.MUNIC. DR. AMADOR NECHME R.","13106","ESTACION CENTRAL","17","15","32"
"9863","LICEO SANTIAGO BUERAS Y AVARIA","13119","MAIPU","33","41","74"
"9864","LICEO JOSE IGNACIO ZENTENO","13119","MAIPU","17","22","39"
"9865","LICEO POLIVALENTE DR. LUIS VARGAS SALCEDO","13102","CERRILLOS","25","26","51"
"9867","CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC","13119","MAIPU","17","24","41"
"9869","ESCUELA BASICA REPUBLICA DE FRANCIA","13106","ESTACION CENTRAL","11","7","18"
"9870","ESCUELA BASICA CONDORES DE PLATA","13102","CERRILLOS","10","16","26"
"9872","ESCUELA BASICA PROF.RAMON DEL RIO","13106","ESTACION CENTRAL","11","21","32"
"9873","ESCUELA BASICA PACTO ANDINO","13106","ESTACION CENTRAL","23","30","53"
"9874","ESCUELA LOTHAR KOMMER BRUGER","13102","CERRILLOS","9","12","21"
"9875","ESCUELA CERRILLOS","13102","CERRILLOS","12","23","35"
"9876","ESCUELA GENERAL SAN MARTIN","13119","MAIPU","29","30","59"
"9877","ESCUELA GENERAL OHIGGINS","13119","MAIPU","28","53","81"
"9878","ESCUELA PRESIDENTE RIESCO ERRAZURIZ","13119","MAIPU","31","45","76"
"9879","ESCUELA BASICA","13106","ESTACION CENTRAL","14","12","26"
"9880","ESCUELA BASICA JAPON","13106","ESTACION CENTRAL","9","12","21"
"9881","ESCUELA VICENTE REYES PALAZUELOS","13119","MAIPU","19","20","39"
"9882","ESCUELA J.PRIETO VIAL","13102","CERRILLOS","31","32","63"
"9883","ESCUELA BÁSICA N 263 RAMON FREIRE","13119","MAIPU","25","26","51"
"9884","ESCUELA LEON HUMBERTO VALENZUELA","13119","MAIPU","25","37","62"
"9886","ESCUELA ESTRELLA REINA DE CHILE","13102","CERRILLOS","19","19","38"
"9887","ESCUELA EL LLANO DE MAIPU","13119","MAIPU","7","13","20"
"9888","ESCUELA SANTA ADELA","13102","CERRILLOS","20","19","39"
"9889","LICEO REINO DE DINAMARCA","13119","MAIPU","18","20","38"
"9890","ESCUELA TOMAS VARGAS","13119","MAIPU","23","30","53"
"9891","REPUBLICA DE GUATEMALA","13119","MAIPU","27","27","54"
"9892","ESCUELA LAS AMERICAS","13119","MAIPU","36","46","82"
"9895","ESCUELA BASICA REINA DE SUECIA","13119","MAIPU","32","31","63"
"9985","LICEO GUILLERMO LABARCA HUBERTSON","13126","QUINTA NORMAL","8","3","11"
"9987","ESCUELA PLATON","13126","QUINTA NORMAL","11","11","22"
"9991","ESCUELA ABATE MOLINA","13126","QUINTA NORMAL","6","19","25"
"9992","ESCUELA DIEGO PORTALES","13126","QUINTA NORMAL","32","18","50"
"9993","ESCUELA INGLATERRA","13126","QUINTA NORMAL","18","27","45"
"9994","ESCUELA ANGELMO","13126","QUINTA NORMAL","12","26","38"
"9995","ESCUELA INSIGNE GABRIELA","13126","QUINTA NORMAL","61","0","61"
"9996","ESCUELA ESPANA","13126","QUINTA NORMAL","0","8","8"
"9998","ESCUELA LO FRANCO","13126","QUINTA NORMAL","30","34","64"
"9999","ESCUELA ANTUMALAL","13126","QUINTA NORMAL","4","8","12"
"10000","ESCUELA CALICANTO","13126","QUINTA NORMAL","19","17","36"
"10001","ESCUELA MEMBRILLAR","13126","QUINTA NORMAL","22","11","33"
"10005","ESCUELA BASICA MUNICIPAL GRENOBLE","13126","QUINTA NORMAL","28","38","66"
"10006","ESCUELA REPUBLICA DE LA INDIA","13126","QUINTA NORMAL","17","23","40"
"10010","MUSTAFA KEMAL ATATURK","13117","LO PRADO","15","11","26"
"10012","ESCUELA GIL DE CASTRO","13126","QUINTA NORMAL","10","13","23"
"10074","ESCUELA ALIANZA","13103","CERRO NAVIA","14","18","32"
"10076","COMPLEJO EDUCACIONAL PEDRO PRADO","13117","LO PRADO","14","16","30"
"10080","ESCUELA TENIENTE HERNAN MERINO CORREA","13124","PUDAHUEL","26","11","37"
"10081","ESCUELA ESTRELLA DE CHILE","13124","PUDAHUEL","60","62","122"
"10083","ESCUELA PRESIDENTE ROOSEVELT","13103","CERRO NAVIA","32","25","57"
"10085","ESCUELA ESTADO DE FLORIDA","13124","PUDAHUEL","22","38","60"
"10086","ESCUELA REPUBLICA DE ITALIA","13103","CERRO NAVIA","19","23","42"
"10087","ESCUELA REPUBLICA DE CROACIA","13103","CERRO NAVIA","16","20","36"
"10088","ESCUELA HERMINDA DE LA VICTORIA","13103","CERRO NAVIA","9","15","24"
"10089","ESCUELA JAIME GOMEZ GARCIA","13117","LO PRADO","23","17","40"
"10090","ESCUELA ALEXANDER GRAHAM BELL","13124","PUDAHUEL","26","33","59"
"10091","ESCUELA PROFESORA GLADYS VALENZUELA V","13117","LO PRADO","26","18","44"
"10092","ESCUELA GOLDA MEIR","13117","LO PRADO","7","17","24"
"10093","ESCUELA MILLAHUE","13103","CERRO NAVIA","15","14","29"
"10095","ESCUELA IGNACIO CARRERA PINTO","13117","LO PRADO","8","9","17"
"10097","ESCUELA MARISCAL DE AYACUCHO","13117","LO PRADO","14","7","21"
"10098","ESCUELA PROVINCIA DE ARAUCO","13103","CERRO NAVIA","13","14","27"
"10099","ESCUELA GENERAL RENE ESCAURIAZA","13103","CERRO NAVIA","11","23","34"
"10100","ESCUELA EL SALITRE","13124","PUDAHUEL","14","25","39"
"10102","ESCUELA ALBERT EINSTEIN","13124","PUDAHUEL","7","19","26"
"10103","ESCUELA SOR TERESA DE LOS ANDES","13117","LO PRADO","30","38","68"
"10104","ESCUELA MONSENOR CARLOS OVIEDO","13124","PUDAHUEL","17","18","35"
"10105","ESCUELA FEDERICO ACEVEDO SALAZAR","13103","CERRO NAVIA","17","37","54"
"10106","ESCUELA POETA PABLO NERUDA","13117","LO PRADO","18","16","34"
"10107","ESCUELA BASICA PAULO FREIRE","13103","CERRO NAVIA","13","10","23"
"10108","ESCUELA LEONARDO DA VINCI","13103","CERRO NAVIA","11","16","27"
"10109","ESCUELA DOCTOR TREVISO GIRARDI TONELLI","13103","CERRO NAVIA","11","12","23"
"10113","ESCUELA ELVIRA SANTA CRUZ OSSA","13124","PUDAHUEL","36","25","61"
"10114","ESCUELA BASICA N°389 REPUBLICA DE ESTADOS UNIDOS","13117","LO PRADO","18","31","49"
"10116","COLEGIO NEPTUNO","13103","CERRO NAVIA","10","16","26"
"10117","ESCUELA MARIA LUISA BOMBAL","13103","CERRO NAVIA","15","25","40"
"10119","ESCUELA POETA VICENTE HUIDOBRO","13117","LO PRADO","16","15","31"
"10120","LICEO DE ADULTOS ALBERTO GALLEGUILLOS J.","13124","PUDAHUEL","16","12","28"
"10121","ESCUELA CIUDAD SANTO DOMINGO DE GUZMAN","13103","CERRO NAVIA","10","11","21"
"10122","ESCUELA PROF. MANUEL GUERRERO CEBALLOS","13103","CERRO NAVIA","23","30","53"
"10123","ESCUELA BASICA MELVIN JONES","13124","PUDAHUEL","12","21","33"
"10124","ESCUELA SAN DANIEL","13124","PUDAHUEL","23","16","39"
"10125","ESCUELA SARGENTO CANDELARIA","13103","CERRO NAVIA","7","14","21"
"10126","COMPLEJO EDUCACIONAL CERRO NAVIA","13103","CERRO NAVIA","11","10","21"
"10130","LICEO CIUDAD DE BRASILIA","13124","PUDAHUEL","18","25","43"
"10134","ESC.COMODORO ARTURO MERINO BENITEZ","13124","PUDAHUEL","16","14","30"
"10135","ESCUELA LO BOZA","13124","PUDAHUEL","9","16","25"
"10197","ESCUELA JUANA DE LESTONAC","13128","RENCA","31","0","31"
"10199","LICEO POLIVALENTE A80 PRESIDENTE JOSE MANUEL BALMACEDA","13108","INDEPENDENCIA","17","26","43"
"10200","ESCUELA BASICA ISABEL LE BRUN","13128","RENCA","99","0","99"
"10201","LICEO THOMAS ALVA EDISON","13128","RENCA","21","22","43"
"10202","ESCUELA DOMINGO SANTA MARIA GONZALEZ","13128","RENCA","0","66","66"
"10204","ESCUELA CAPITAN JOSE LUIS ARANEDA","13128","RENCA","17","15","32"
"10205","ESCUELA GENERAL MANUEL BULNES PRIETO","13128","RENCA","13","12","25"
"10207","ESCUELA REBECA MATTE BELLO","13128","RENCA","41","35","76"
"10210","ESCUELA GENERAL ALEJANDRO GOROSTIAGA O","13128","RENCA","15","14","29"
"10212","ESCUELA JUANA ATALA DE HIRMAS","13128","RENCA","19","20","39"
"10216","ESC. BASICA MONSERRAT ROBERT DE GARCIA","13128","RENCA","13","13","26"
"10239","ESCUELA ESTADO DE MICHIGAN","13125","QUILICURA","33","41","74"
"10240","ESCUELA LUIS CRUZ MARTINEZ","13125","QUILICURA","45","58","103"
"10241","ESCUELA BASICA EL MANIO","13125","QUILICURA","7","26","33"
"10250","CENTRO EDUCACIONAL DE HUECHURABA","13107","HUECHURABA","19","25","44"
"10251","LICEO POETA FEDERICO GARCIA LORCA","13104","CONCHALI","13","9","22"
"10252","LICEO ARTURO PEREZ CANTO","13127","RECOLETA","15","31","46"
"10253","LICEO POLIV. ABDON CIFUENTES","13104","CONCHALI","15","18","33"
"10254","CENTRO EDUCACIONAL JOSE MIGUEL CARRERA","13127","RECOLETA","3","3","6"
"10257","ESCUELA SARGENTO 2. DANIEL REBOLLEDO","13127","RECOLETA","19","28","47"
"10259","LICEO AGUSTIN EDWARDS","13104","CONCHALI","12","21","33"
"10260","ESCUELA UNESCO","13104","CONCHALI","12","19","31"
"10262","ESCUELA ESPANA","13127","RECOLETA","12","27","39"
"10263","ESCUELA D-114","13104","CONCHALI","13","16","29"
"10264","ESCUELA SOL NACIENTE","13104","CONCHALI","12","12","24"
"10265","ESCUELA HORACIO JOHNSON GANA","13104","CONCHALI","13","14","27"
"10266","ESCUELA DRA.ELOISA DIAZ INSUNZA","13104","CONCHALI","33","34","67"
"10267","ESCUELA ESCRITORA MARCELA PAZ","13127","RECOLETA","12","26","38"
"10268","ESCUELA PUERTO RICO","13127","RECOLETA","13","29","42"
"10269","LICEO MUNC.ALMIRANTE GALVARINO RIVEROS","13104","CONCHALI","12","12","24"
"10270","CENTRO EDUC.ESCRITORES DE CHILE","13127","RECOLETA","28","42","70"
"10271","ESCUELA ARAUCARIAS DE CHILE","13104","CONCHALI","9","15","24"
"10272","ESCUELA BASICA CARLOS PRATS G.","13107","HUECHURABA","17","12","29"
"10273","ESCUELA VALLE DEL INCA","13104","CONCHALI","23","25","48"
"10277","ESCUELA ADELAIDA LA FETRA","13107","HUECHURABA","17","26","43"
"10278","ESCUELA PEDRO AGUIRRE CERDA","13104","CONCHALI","9","14","23"
"10279","ESCUELA ALLIPEN","13104","CONCHALI","14","9","23"
"10280","CENTRO EDUC. POETA EUSEBIO LILLO","13104","CONCHALI","18","10","28"
"10281","ESCUELA ATENEA","13104","CONCHALI","51","0","51"
"10282","ESCUELA LUIS GALDAMES","13108","INDEPENDENCIA","9","18","27"
"10283","ESCUELA AVIADOR DAGOBERTO GODOY F.","13104","CONCHALI","16","26","42"
"10285","ESCUELA SANTA VICTORIA DE HUECHURABA","13107","HUECHURABA","25","16","41"
"10288","ESCUELA BASICA LIKAN-ANTAI","13104","CONCHALI","2","12","14"
"10290","ESCUELA LAS CANTERAS","13107","HUECHURABA","17","26","43"
"10291","ESCUELA VICTOR CUCCUINI","13127","RECOLETA","14","16","30"
"10300","ESCUELA MARTA COLVIN","13127","RECOLETA","8","15","23"
"10301","ESCUELA CAMILO HENRIQUEZ","13104","CONCHALI","15","35","50"
"10302","ESCUELA ANNE ELEONOR ROOSEVELT","13127","RECOLETA","9","12","21"
"10305","ESCUELA SANTIAGO DE GUAYAQUIL","13107","HUECHURABA","22","18","40"
"10306","ESCUELA MUN.HERMANA MARIA GORETTI","13127","RECOLETA","4","16","20"
"10307","ESCUELA RAFAEL VALDIVIESO","13127","RECOLETA","18","35","53"
"10400","ESCUELA BASICA MARCOS GOOYCOLEA CORTES","13301","COLINA","46","36","82"
"10401","ESCUELA BASICA SANTA TERESA DEL CARMELO","13301","COLINA","30","26","56"
"10403","ESCUELA PREMIO NOBEL PABLO NERUDA","13301","COLINA","26","25","51"
"10404","ANDALIEN DE COLINA","13301","COLINA","23","29","52"
"10405","LICEO ESMERALDA","13301","COLINA","20","21","41"
"10407","ESCUELA BASICA ALGARROBAL","13301","COLINA","32","34","66"
"10408","LICEO CORONEL ENRIQUE CABRERA JIMENEZ","13301","COLINA","13","17","30"
"10409","ESC.BASICA FRANCISCO PETRINOVIC KARLOVAC","13301","COLINA","13","18","31"
"10410","ESCUELA BASICA SAN VICENTE DE LO ARCAYA","13301","COLINA","17","18","35"
"10411","ESCUELA BASICA SANTA MARTA DE LIRAY","13301","COLINA","20","14","34"
"10412","ESCUELA SAN FRANCISCO DE ASIS","13301","COLINA","6","7","13"
"10420","ESCUELA MANUEL SEGOVIA MONTENEGRO","13302","LAMPA","44","76","120"
"10421","ESCUELA REPUBLICA DE POLONIA","13302","LAMPA","18","22","40"
"10422","ESCUELA BASICA CACIQUE COLIN","13302","LAMPA","31","20","51"
"10424","ESCUELA SANTA  BARBARA","13302","LAMPA","23","14","37"
"10425","ESCUELA POLONIA GUTIERREZ C.","13302","LAMPA","29","38","67"
"10426","ESCUELA BASICA F-N°371 SANTA ROSA DE LAMPA","13302","LAMPA","10","15","25"
"10427","ESCUELA BASICA F - N°372 SANTA SARA","13302","LAMPA","6","11","17"
"10428","ESCUELA BASICA G-N°373 EL LUCERO","13302","LAMPA","9","14","23"
"10429","NORMA GONZÁLEZ GUERRA","13302","LAMPA","16","19","35"
"10432","LICEO POLIVALENTE MANUEL RODRIGUEZ","13303","TILTIL","27","31","58"
"10433","LICEO HUERTOS FAMILIARES","13303","TILTIL","22","22","44"
"10435","ESCUELA BASICA G-N°345 RUNGUE","13303","TILTIL","13","7","20"
"10436","ESCUELA BASICA G-N° 346","13303","TILTIL","6","7","13"
"10441","ESCUELA BASICA G-N°349","13303","TILTIL","2","2","4"
"10443","LICEO MONTENEGRO","13303","TILTIL","2","5","7"
"10444","ESCUELA BASICA G-N°352 PLAZUELA DE POLPAICO","13303","TILTIL","11","4","15"
"10450","ESCUELA CONSOLIDADA","13201","PUENTE ALTO","59","64","123"
"10452","LICEO PUENTE ALTO","13201","PUENTE ALTO","4","13","17"
"10455","LICEO SAN GERONIMO","13201","PUENTE ALTO","31","18","49"
"10457","COLEGIO MAIPO","13201","PUENTE ALTO","42","40","82"
"10458","ESCUELA VILLA INDEPENDENCIA","13201","PUENTE ALTO","48","58","106"
"10459","ESCUELA REPUBLICA DE GRECIA","13201","PUENTE ALTO","22","21","43"
"10461","ESCUELA LOS ANDES","13201","PUENTE ALTO","28","26","54"
"10462","ESCUELA NONATO COO","13201","PUENTE ALTO","31","39","70"
"10464","ESCUELA VILLA PEDRO AGUIRRE CERDA","13201","PUENTE ALTO","11","20","31"
"10465","ESCUELA EJERCITO LIBERTADOR","13201","PUENTE ALTO","41","33","74"
"10470","LICEO MUNIC.ING.MILITAR JUAN MACKENA O.","13201","PUENTE ALTO","28","39","67"
"10472","ESCUELA CASAS VIEJAS","13201","PUENTE ALTO","17","27","44"
"10473","ESCUELA OSCAR BONILLA","13201","PUENTE ALTO","26","30","56"
"10474","ESCUELA LUIS MATTE LARRAIN","13201","PUENTE ALTO","60","102","162"
"10475","ESCUELA GABRIELA","13201","PUENTE ALTO","46","40","86"
"10476","ESCUELA LAS PALMAS","13201","PUENTE ALTO","47","42","89"
"10516","LICEO MUNIC. TEC. PROF. EL LLANO","13202","PIRQUE","18","18","36"
"10519","ESCUELA BASICA G-N°646 LO ARCAYA","13202","PIRQUE","14","12","26"
"10520","LICEO  EL PRINCIPAL","13202","PIRQUE","41","41","82"
"10524","ESCUELA BASICA G-841 SANTOS RUBIO MORALES","13202","PIRQUE","15","15","30"
"10527","ESCUELA JULIETA BECERRA ALVAREZ","13203","SAN JOSE DE MAIPO","30","18","48"
"10528","ESCUELA BASICA F-N°632 EL CANELO","13203","SAN JOSE DE MAIPO","8","7","15"
"10529","ESCUELA BASICA F-N°638 EL MELOCOTON","13203","SAN JOSE DE MAIPO","7","7","14"
"10530","ESCUELA BASICA F-N°629 DE CONCENTRACION FRONTERIZA","13203","SAN JOSE DE MAIPO","4","9","13"
"10536","ESCUELA BASICA G-N°635 INTEGRADORA EL MANZANO","13203","SAN JOSE DE MAIPO","7","4","11"
"10537","ESCUELA BASICA G-N°636 SAN ALFONSO","13203","SAN JOSE DE MAIPO","6","3","9"
"10542","CENTRO EDUCACIONAL BALDOMERO LILLO","13401","SAN BERNARDO","21","27","48"
"10546","ESCUELA PILAR MOLINER DE NUEZ","13401","SAN BERNARDO","86","0","86"
"10547","ESCUELA REPUBLICA DEL BRASIL","13401","SAN BERNARDO","0","31","31"
"10548","ESCUELA ISABEL RIQUELME","13401","SAN BERNARDO","27","0","27"
"10550","ESCUELA L.GRAL. BERNARDO O´HIGGINS","13401","SAN BERNARDO","8","18","26"
"10551","LICEO POLIV. LUCILA GODOY ALCAYAGA","13401","SAN BERNARDO","3","7","10"
"10553","ESCUELA MARCIAL MARTINEZ FERRARI","13105","EL BOSQUE","35","38","73"
"10554","ESCUELA GENERAL RENE SCHNEIDER CHEREAU","13401","SAN BERNARDO","22","13","35"
"10555","ESCUELA BASICA BASE EL BOSQUE","13105","EL BOSQUE","21","25","46"
"10556","ESCUELA ALEMANIA","13401","SAN BERNARDO","29","30","59"
"10557","ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ","13105","EL BOSQUE","27","30","57"
"10558","ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA","13401","SAN BERNARDO","7","8","15"
"10559","ESCUELA BERNARDO LEIGHTON","13105","EL BOSQUE","11","14","25"
"10560","ESCUELA JAVIERA CARRERA VERDUGO","13401","SAN BERNARDO","15","10","25"
"10561","ESCUELA CLAUDIO ARRAU LEON","13105","EL BOSQUE","11","15","26"
"10563","ESCUELA MANUEL MAGALLANES MOURE","13401","SAN BERNARDO","0","42","42"
"10564","ESCUELA REPUBLICA DEL PERU","13401","SAN BERNARDO","56","0","56"
"10565","ESCUELA DIEGO PORTALES","13401","SAN BERNARDO","38","41","79"
"10567","ESCUELA MAHUIDA","13401","SAN BERNARDO","2","12","14"
"10568","ESCUELA ORLANDO LETELIER","13105","EL BOSQUE","11","8","19"
"10569","LICEO NUEVO PORVENIR","13401","SAN BERNARDO","18","17","35"
"10570","ESCUELA BASICA DR LUIS SEPULVEDA SALVATI","13401","SAN BERNARDO","15","15","30"
"10571","ESCUELA ESCRITORA  MARCELA PAZ","13401","SAN BERNARDO","24","15","39"
"10572","LICEO FRAY LUIS BELTRAN","13105","EL BOSQUE","2","6","8"
"10573","CENTRO EDUCACIONAL MATIAS COUSINO","13105","EL BOSQUE","0","10","10"
"10574","ESCUELA ESPANA","13401","SAN BERNARDO","7","11","18"
"10576","ESCUELA IGNACIO CARRERA PINTO","13401","SAN BERNARDO","5","10","15"
"10578","ESCUELA STA. TERESA DE LOS MORROS","13401","SAN BERNARDO","43","37","80"
"10579","ESCUELA JOSE NUEZ MARTIN","13401","SAN BERNARDO","13","31","44"
"10580","ESCUELA ABRAHAM LINCOLN","13401","SAN BERNARDO","19","21","40"
"10581","ESCUELA BASICA ANTUPILLAN","13401","SAN BERNARDO","26","15","41"
"10584","LICEO DE ADULTOS PUCARA DE CHENA","13401","SAN BERNARDO","6","2","8"
"10586","ESCUELA ELEODORO YANEZ PONCE DE LEON","13401","SAN BERNARDO","11","19","30"
"10588","ESCUELA CARDENAL ANTONIO SAMORE","13401","SAN BERNARDO","31","26","57"
"10589","ESCUELA HARAS LOS CONDORES","13401","SAN BERNARDO","17","21","38"
"10590","ESCUELA TERESA GARCIA HUIDOBRO","13401","SAN BERNARDO","3","9","12"
"10592","LICEO CLARA SOLOVERA","13401","SAN BERNARDO","18","17","35"
"10638","LICEO 131","13402","BUIN","72","81","153"
"10640","COLEGIO DE MAIPO","13402","BUIN","17","19","36"
"10641","LICEO ALTO JAHUEL","13402","BUIN","29","36","65"
"10643","ESCUELA VILLASECA","13402","BUIN","17","14","31"
"10645","LICEO FRANCISCO JAVIER KRUGGER ALVARADO","13402","BUIN","16","36","52"
"10646","ESCUELA VALDIVIA DE PAINE","13402","BUIN","20","26","46"
"10648","ESCUELA LO SALINAS","13402","BUIN","16","11","27"
"10649","ESCUELA HUMBERTO MORENO RAMIREZ","13402","BUIN","14","15","29"
"10651","ESCUELA LOS ROSALES DEL BAJO","13402","BUIN","41","36","77"
"10652","ESCUELA VILUCO","13402","BUIN","13","10","23"
"10656","ESCUELA BASICA G-N°813 LOS AROMOS DE EL RECURSO","13402","BUIN","15","15","30"
"10665","ESCUELA ALEMANIA","13404","PAINE","31","9","40"
"10666","ESCUELA DE HOSPITAL","13404","PAINE","15","13","28"
"10667","LICEO  MARIA CARVAJAL FUENZALIDA","13404","PAINE","21","10","31"
"10668","ESCUELA ELIAS SANCHEZ ORTUZAR","13404","PAINE","15","24","39"
"10669","ESCUELA  BARBARA KAST RIST","13404","PAINE","15","23","38"
"10671","ESCUELA CARMEN REVECO NUNEZ","13404","PAINE","8","10","18"
"10672","COLEGIO  CHALLAY","13404","PAINE","11","9","20"
"10673","ESCUELA BASICA F-N°835 HERMANOS SANCHEZ CERDA","13404","PAINE","23","17","40"
"10674","ESCUELA SENDERO DE CULITRIN","13404","PAINE","7","17","24"
"10675","ESCUELA  LAS COLONIAS","13404","PAINE","14","10","24"
"10676","ESCUELA BASICA G-N°830 FRANCISCO LETELIER VALDES","13404","PAINE","9","8","17"
"10677","ESCUELA BASICA G N°831 JAVIER EYZAGUIRRE ECHAURREN","13404","PAINE","13","12","25"
"10679","ESCUELA  BASICA G-N°832 AGUILA SUR","13404","PAINE","5","9","14"
"10680","ESCUELA HUGO PINO VILCHEZ","13404","PAINE","22","23","45"
"10686","LICEO MUNICIPAL POETISA GABRIELA MISTRAL","13403","CALERA DE TANGO","34","25","59"
"10687","ESCUELA BASICA F-N°798 CALERA DE TANGO","13403","CALERA DE TANGO","25","16","41"
"10688","LICEO LONQUEN","13403","CALERA DE TANGO","26","28","54"
"10689","ESCUELA EL ROTO CHILENO","13601","TALAGANTE","12","14","26"
"10696","LICEO POLIVALENTE TALAGANTE","13601","TALAGANTE","6","15","21"
"10698","ESCUELA TALACANTA","13601","TALAGANTE","6","11","17"
